v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,classLabel
b,25.75,7.50E-05,u,-1.650493285,0.729636211,0.25,t,f,0,f,g,349,23,3490000,f,1,yes.
a,28.17,3.75E-05,u,-3.883707726,0.788856433,0.585,t,t,4,f,g,80,0,8.00E+05,t,1,yes.
b,23.92,6.65E-05,u,3.027459553,0.944824658,0.165,f,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,56,0.00125,u,-4.475015618,0.55901204,8,t,f,0,t,g,24,2028,240000,NA,1,yes.
a,20.75,0.001025,u,-2.465149295,0.684747561,0.71,t,t,2,t,g,49,0,490000,t,1,yes.
a,30.5,0.00065,u,-1.054589739,0.739948078,4,t,t,7,t,g,0,3065,0,t,1,yes.
a,45.83,0.00105,u,-4.819493967,0.618080759,5,t,t,7,t,g,0,0,0,t,1,yes.
b,39,5.00E-04,u,1.795230748,0.631607909,3.5,t,t,10,t,g,0,0,0,t,1,yes.
b,22.08,0.0011,u,0.022798469,0.70847806,0.665,t,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,28.25,0.0005125,u,0.782543349,0.799767381,4.75,t,t,2,f,g,420,7,4200000,NA,1,yes.
a,18.83,0.0004415,y,-2.177997236,0.938438269,3,t,f,0,f,g,240,0,2400000,f,1,yes.
a,28.67,0.000104,u,-1.946872787,0.764511344,2.5,t,t,5,t,g,300,1430,3.00E+06,NA,1,yes.
a,22.5,0.000846,y,-4.424839953,0.917879653,2.46,f,f,0,f,g,164,0,1640000,f,1,yes.
b,NA,0.00105,u,2.49846006,0.963658943,6.5,t,f,0,f,g,0,0,0,f,1,yes.
a,28.5,0.000304,y,-3.820562903,0.842646409,2.54,t,t,1,f,g,70,0,7.00E+05,NA,1,yes.
b,19.17,0.00095,u,1.258842857,0.875242499,1.5,t,f,0,f,g,120,2206,1200000,NA,1,yes.
a,21.5,6.00E-04,u,-2.210100284,0.787684346,2.5,t,t,3,f,g,80,918,8.00E+05,t,1,yes.
b,17.5,0.0022,l,-3.5330109,1.017335151,0,f,f,0,t,p,450,100000,4500000,f,1,yes.
b,26.67,0.000271,y,-0.242444072,0.86143708,5.25,t,t,1,f,g,211,0,2110000,NA,1,yes.
b,34.42,0.000425,u,1.868664131,0.932391056,3.25,t,t,2,f,g,274,610,2740000,t,1,yes.
b,73.42,0.001775,u,-1.304920092,0.847737289,0,t,f,0,t,g,0,0,0,f,1,yes.
a,23,0.001175,u,-3.272998699,0.874341182,0.5,t,t,2,t,g,300,551,3.00E+06,NA,1,yes.
b,23.08,0.00025,u,-1.743176435,0.709645006,1.085,t,t,11,t,g,60,2184,6.00E+05,NA,1,yes.
b,19.42,0.00065,u,-1.875903087,0.751005162,1.46,t,t,7,f,g,80,2954,8.00E+05,t,1,yes.
b,23.33,0.0011625,y,-4.333408112,0.414205865,0.835,t,f,0,t,g,160,300,1600000,NA,1,yes.
b,42.17,0.000504,u,0.446388819,0.67646342,12.75,t,f,0,t,g,92,0,920000,NA,1,yes.
b,21.25,0.00015,u,0.946848239,0.845097913,1.5,f,f,0,f,g,150,8,1500000,NA,1,yes.
b,34.17,0.000525,u,-0.351410527,1.061902697,0.085,f,f,0,t,g,290,6,2900000,NA,1,yes.
a,47.75,8.00E-04,u,-0.639006293,0.97109786,7.875,t,t,6,t,g,0,1260,0,t,1,yes.
a,44.33,0,u,0.645310921,0.781535126,2.5,t,f,0,f,g,0,0,0,NA,1,yes.
b,39.5,0.000425,u,-4.268955658,0.800174076,6.5,t,t,16,f,g,117,1210,1170000,t,1,yes.
a,41.17,0.00065,u,1.60111184,0.760089957,0.5,t,t,3,t,g,145,0,1450000,NA,1,yes.
b,29.92,0.0001835,u,1.547026064,0.580721345,4.335,t,f,0,f,g,260,200,2600000,f,1,yes.
b,23.17,0,NA,1.374355755,0.836812121,0,f,f,0,f,p,NA,0,NA,f,1,yes.
b,35.17,0.00025,u,4.376554266,0.969459762,4.5,t,t,7,f,g,150,1270,1500000,t,1,yes.
a,19.17,0.0008585,u,0.453201667,0.963697952,0.75,t,t,7,f,g,96,0,960000,NA,1,yes.
b,52.5,0.00065,u,4.0188691,0.688383223,6.29,t,t,15,f,g,0,11202,0,t,1,yes.
b,39.92,0.000621,u,-2.018862439,0.757327915,0.04,t,t,1,f,g,200,300,2.00E+06,t,1,yes.
b,21.33,0.00105,u,0.940006648,0.809075581,3,t,f,0,t,g,0,0,0,NA,1,yes.
a,35.75,9.15E-05,u,-2.312959493,0.746413618,0.75,t,t,4,f,g,0,1583,0,t,1,yes.
b,67.75,0.00055,u,-2.109831925,0.883401326,13,t,t,1,t,g,0,0,0,t,1,yes.
b,32.67,9.00E-04,y,-4.872369929,0.639550145,5.25,t,f,0,t,g,154,0,1540000,f,1,yes.
b,49.5,0.0007585,u,0.547597085,0.667306276,7.585,t,t,15,t,g,0,5000,0,t,1,yes.
b,21,3.00E-04,y,3.471533328,0.934472384,1.085,t,t,8,t,g,160,1,1600000,t,1,yes.
b,28.25,8.75E-05,u,-3.144294953,0.698477954,0.96,t,t,3,t,g,396,0,3960000,t,1,yes.
b,34.17,0.000154,u,-0.220826999,0.810491904,1.54,t,t,1,t,g,520,50000,5200000,NA,1,yes.
b,31.92,0.000446,u,1.411974507,0.968999529,6.04,t,t,3,f,g,311,300,3110000,NA,1,yes.
a,29.5,4.60E-05,u,1.084686962,0.738146985,0.54,t,t,4,f,g,380,500,3800000,NA,1,yes.
b,23.17,0,u,3.356561773,0.962104369,0.085,t,f,0,f,g,0,0,0,f,1,yes.
a,18.08,3.75E-05,l,1.435362704,0.623413625,10,f,f,0,t,s,300,0,3.00E+06,f,1,yes.
a,24.75,3.00E-04,u,1.658552575,0.541893015,1.835,t,t,19,f,g,0,500,0,NA,1,yes.
a,20.83,3.00E-04,u,-1.401165405,0.913764851,0.04,t,f,0,f,g,100,0,1.00E+06,f,1,yes.
b,28,2.00E-04,u,-0.266889161,0.915757173,4.165,t,t,2,t,g,181,0,1810000,NA,1,yes.
b,20.42,0.0001835,u,-0.145583148,1.073727682,2.25,t,t,1,f,g,100,150,1.00E+06,NA,1,yes.
b,28.67,0.0009335,u,-3.743655218,0.849930556,5.665,t,t,6,f,g,381,168,3810000,t,1,yes.
b,21.92,5.40E-05,y,-2.316847781,0.848272952,0.04,t,t,1,t,g,840,59,8400000,t,1,yes.
b,43.25,3.00E-04,u,-3.040953581,0.910558737,6,t,t,11,f,g,80,0,8.00E+05,NA,1,yes.
b,20.42,7.00E-04,u,-4.888209046,0.624318775,1.625,t,t,3,f,g,200,1391,2.00E+06,NA,1,yes.
b,42,2.05E-05,u,0.231848753,0.606981139,5.125,t,f,0,f,g,400,0,4.00E+06,NA,1,yes.
a,23.42,7.90E-05,y,-1.077699771,0.674380755,1.5,t,t,2,t,g,80,400,8.00E+05,NA,1,yes.
a,25.17,0.0002875,u,-2.349713102,0.880691122,0.875,t,f,0,f,g,360,0,3600000,NA,1,yes.
b,24.83,0.000275,u,1.816735801,0.772635914,2.25,t,t,6,f,g,NA,600,NA,NA,1,yes.
NA,24.5,0.001275,u,4.531618615,0.986362403,4.75,t,t,2,f,g,73,444,730000,NA,1,yes.
b,37.5,0.0001125,y,-4.438682671,0.749705072,1.5,f,f,0,t,g,431,0,4310000,NA,1,yes.
b,36.75,1.25E-05,y,4.263290847,0.694020928,1.5,f,f,0,t,g,232,113,2320000,f,1,yes.
b,28.25,0.000504,y,4.789528248,0.894211358,1.5,t,t,8,t,g,144,7,1440000,t,1,yes.
b,32.75,0.00015,u,4.311111458,0.661398377,5.5,t,t,3,t,g,0,0,0,t,1,yes.
a,17.83,0.0011,u,0.18772342,0.994680758,1,t,t,11,f,g,0,3000,0,NA,1,yes.
a,22.83,0.000229,u,1.610446097,0.651635087,2.29,t,t,7,t,g,140,2384,1400000,t,1,yes.
b,13.75,4.00E-04,y,-4.423436704,0.794941025,1.75,t,t,2,t,g,120,1000,1200000,NA,1,yes.
a,41,0.000204,y,-0.541250354,0.908173702,0.125,t,t,23,t,g,455,1236,4550000,NA,1,yes.
b,23.08,0.00115,u,-4.734425712,0.893064638,2.125,t,t,11,t,g,290,284,2900000,NA,1,yes.
b,20.17,0.0005625,u,2.525100403,0.835885464,1.71,t,f,0,f,s,120,0,1200000,NA,1,yes.
a,50.08,0.001254,u,1.779341062,0.708406262,2.29,t,t,3,t,g,156,0,1560000,NA,1,yes.
b,27,7.50E-05,u,3.089534973,0.64757535,4.25,t,t,3,t,g,312,150,3120000,t,1,yes.
b,38.17,0.0010125,u,-4.136842571,0.837134307,2.5,t,t,6,f,g,520,196,5200000,t,1,yes.
b,27,0.00015,y,1.683518109,0.901466696,0.375,t,f,0,t,g,260,1065,2600000,NA,1,yes.
b,41.17,0.000404,u,3.641139313,0.848385546,7,t,t,8,f,g,320,0,3200000,t,1,yes.
a,65.17,0.0014,u,-0.967190389,0.660109961,0,t,t,11,t,g,0,1400,0,NA,1,yes.
b,37.58,0,NA,1.310342941,0.661561218,0,f,f,0,f,p,NA,0,NA,NA,1,yes.
b,23.25,0.00015,u,-2.598957808,0.941119681,2.375,t,t,3,t,g,0,582,0,NA,1,yes.
b,21.83,0.0011,u,-2.384778874,0.761267952,0.29,t,t,6,f,g,121,0,1210000,NA,1,yes.
b,26,1.00E-04,u,-4.552860819,0.921023549,1.75,t,f,0,t,g,280,0,2800000,NA,1,yes.
b,31.67,8.30E-05,u,0.067088364,0.775470335,1.335,t,t,8,t,g,303,3290,3030000,t,1,yes.
a,49.83,0.0013585,u,-3.691286622,0.96872196,8.5,t,f,0,t,g,0,0,0,NA,1,yes.
a,47.42,8.00E-04,u,3.432432075,0.719864216,6.5,t,t,6,f,g,375,51100,3750000,t,1,yes.
b,51.33,0.001,u,-0.89077411,0.937320282,0,t,t,11,f,g,0,1249,0,NA,1,yes.
a,18.92,9.00E-04,u,0.549192782,0.908734744,0.75,t,t,2,f,g,88,591,880000,NA,1,yes.
a,28.42,0.00035,u,0.362754881,0.49594431,0.835,t,f,0,f,s,280,0,2800000,f,1,yes.
b,56.75,0.001225,u,4.326619145,0.839760802,1.25,t,t,4,t,g,200,0,2.00E+06,NA,1,yes.
a,58.42,0.0021,u,-0.23325742,0.685832531,10,t,t,13,f,g,0,6700,0,NA,1,yes.
b,48.33,0.0012,u,-4.542155617,0.702794543,16,t,f,0,f,s,110,0,1100000,f,1,yes.
b,33.17,1.00E-04,u,-4.414899044,0.712014276,0.75,t,t,7,t,g,340,4071,3400000,NA,1,yes.
a,22.42,0.0005665,u,-3.74815997,0.886229248,2.585,t,t,7,f,g,129,3257,1290000,t,1,yes.
a,18.83,0.000954,u,-2.256789911,0.941743248,0.085,t,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,48.58,2.05E-05,y,1.246676999,0.822215027,0.25,t,t,11,f,g,380,2732,3800000,NA,1,yes.
b,26.75,0.0001125,u,-4.348966605,0.817194132,1.25,t,f,0,f,g,0,5298,0,f,1,yes.
b,64.08,0.002,u,1.722987071,0.843148546,17.5,t,t,9,t,g,0,1000,0,t,1,yes.
b,20.17,0.000925,u,-1.31853014,0.62796561,1.665,t,t,3,t,g,40,28,4.00E+05,NA,1,yes.
b,25.67,0.00125,u,-3.501670831,1.050920125,1.21,t,t,67,t,g,140,258,1400000,NA,1,yes.
b,22.67,0.00105,u,2.16387033,0.864636027,1.335,t,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,31.33,0.00195,u,2.27789751,0.861228022,7,t,t,16,f,g,0,5000,0,t,1,yes.
b,56.42,0.0028,y,-4.849158213,0.691038633,28.5,t,t,40,f,g,0,15,0,t,1,yes.
a,24.75,0.00125,u,-0.374290519,0.620811466,1.5,t,t,12,t,g,120,567,1200000,NA,1,yes.
a,24.08,5.00E-05,u,-0.548958178,0.70171019,1.25,t,t,1,f,g,0,678,0,NA,1,yes.
b,28.33,5.00E-04,u,-0.760324355,0.776866999,11,t,f,0,t,g,70,0,7.00E+05,f,1,yes.
a,26.92,0.00135,u,-0.558582486,0.70635636,5,t,t,2,f,g,0,5000,0,NA,1,yes.
b,27.67,0.001375,u,-1.67615778,0.781316785,5.75,t,f,0,t,g,487,500,4870000,NA,1,yes.
b,38.67,2.10E-05,u,1.736900893,0.670872803,0.085,t,f,0,t,g,280,0,2800000,f,1,yes.
a,32.17,0.000146,u,4.063296106,0.85108729,1.085,t,t,16,f,g,120,2079,1200000,NA,1,yes.
b,32.67,0.00055,u,-0.617535091,0.785856364,5.5,t,t,12,t,g,408,1000,4080000,t,1,yes.
b,48.75,0.00085,u,0.809793172,0.733389747,12.5,t,t,9,f,g,181,1655,1810000,t,1,yes.
b,21,0.000479,y,-2.296889788,0.529605941,2.25,t,t,1,t,g,80,300,8.00E+05,NA,1,yes.
b,48.17,0.0007625,u,-2.584733607,0.792108491,15.5,t,t,12,f,g,0,790,0,NA,1,yes.
b,39.33,0.0005875,u,-4.042407416,0.786154178,10,t,t,14,t,g,399,0,3990000,t,1,yes.
a,25.08,0.000254,y,0.068354474,0.781742282,0.25,t,f,0,t,g,370,0,3700000,NA,1,yes.
b,23.25,4.00E-04,u,-1.439832482,0.64861771,0.25,t,f,0,t,g,160,0,1600000,NA,1,yes.
a,30.67,0.0012,u,-2.837445138,0.895533626,2,t,t,1,f,g,220,19,2200000,NA,1,yes.
b,19.17,0,y,4.916034336,0.81631828,0,f,f,0,t,s,500,1,5.00E+06,NA,1,yes.
NA,20.08,1.25E-05,u,-4.768020136,0.698367324,1,f,t,1,f,g,240,768,2400000,t,1,yes.
b,36.67,0.000325,u,-0.690555547,0.888526837,9,t,f,0,t,g,102,639,1020000,NA,1,yes.
b,23.17,0.0011125,u,-1.184090436,0.909801548,0.46,t,t,1,f,g,100,0,1.00E+06,t,1,yes.
a,15.83,5.85E-05,u,-2.132646132,0.982478871,1.5,t,t,2,f,g,100,0,1.00E+06,t,1,yes.
b,16.08,7.50E-05,u,2.894908278,0.610873972,1.75,t,t,5,t,g,352,690,3520000,t,1,yes.
a,47,0.0013,u,4.319276402,0.823766753,5.165,t,t,9,t,g,0,0,0,t,1,yes.
a,71.58,0,NA,1.874124294,0.735110835,0,f,f,0,f,p,NA,0,NA,NA,1,yes.
a,21.25,0.0002335,u,2.515028627,0.791378132,0.5,t,t,4,f,s,80,0,8.00E+05,NA,1,yes.
b,65.42,0.0011,u,-4.625410498,1.010674819,20,t,t,7,t,g,22,0,220000,NA,1,yes.
b,20.5,0.0002415,u,2.583523667,0.827386152,2,t,t,11,t,g,200,3000,2.00E+06,NA,1,yes.
b,55.92,0.00115,u,-0.991012536,0.970446434,5,t,t,5,f,g,0,8851,0,NA,1,yes.
b,34.92,0.00025,u,-4.563855226,0.846235521,0,t,f,0,t,g,239,200,2390000,f,1,yes.
b,56.58,0.00185,u,-4.218604709,0.941067154,15,t,t,17,t,g,0,0,0,t,1,yes.
b,25.17,6.00E-04,u,-3.689309533,0.810531054,1,t,t,3,f,g,0,0,0,NA,1,yes.
b,25.08,0.000171,u,-0.888823338,0.758686258,1.665,t,t,1,t,g,395,20,3950000,NA,1,yes.
b,57.83,0.000704,u,-0.498981229,0.747037144,14,t,t,6,t,g,360,1332,3600000,NA,1,yes.
b,34.92,5.00E-04,u,-2.57671983,0.759971673,7.5,t,t,6,t,g,0,1000,0,NA,1,yes.
b,33.58,0.000275,u,-2.389273751,0.506150003,4.25,t,t,6,f,g,204,0,2040000,NA,1,yes.
a,22.92,0.0011585,u,0.204200773,0.73784682,0.04,t,f,0,f,g,80,1349,8.00E+05,NA,1,yes.
a,24.5,5.00E-05,u,4.946817621,0.828302859,1.5,t,f,0,f,g,280,824,2800000,NA,1,yes.
b,20.25,0.000996,u,-1.267405953,0.847838463,0,t,f,0,f,g,0,0,0,NA,1,yes.
b,18.5,2.00E-04,u,2.95251633,0.7358229,1.5,t,t,2,f,g,120,300,1200000,NA,1,yes.
b,25.17,0.00035,u,-0.751560174,0.674534356,0.625,t,t,7,f,g,0,7059,0,t,1,yes.
b,44.33,5.00E-05,u,-0.969093926,0.721142129,5,t,f,0,t,g,320,0,3200000,NA,1,yes.
b,18.08,0.00055,u,-0.128723437,1.008560837,0.5,t,f,0,f,g,80,0,8.00E+05,NA,1,yes.
a,60.58,0.00165,u,-3.879651392,1.039452733,11,t,f,0,t,g,21,10561,210000,NA,1,yes.
b,41.5,0.000154,u,2.380556918,1.05403884,3.5,f,f,0,f,g,216,0,2160000,NA,1,yes.
a,25.75,5.00E-05,u,-4.618629348,0.978883896,0.875,t,f,0,t,g,491,0,4910000,NA,1,yes.
b,29.25,0.001479,u,1.76715805,0.740711399,5.04,t,t,5,t,g,168,0,1680000,t,1,yes.
a,36,1.00E-04,u,-4.375499215,0.770152439,2,t,t,11,f,g,0,456,0,t,1,yes.
b,31.67,0.0016165,u,-1.258568384,0.8359025,3,t,t,9,f,g,250,730,2500000,t,1,yes.
b,60.08,0.00145,u,0.910258521,0.837742519,18,t,t,15,t,g,0,1000,0,t,1,yes.
b,22.33,0.0011,u,-3.374928387,0.866164928,2,t,t,1,f,g,80,278,8.00E+05,NA,1,yes.
b,40,0.00065,u,0.815328772,0.772410435,3.5,t,t,1,f,g,0,500,0,NA,1,yes.
b,35.17,0.0025125,u,2.458415586,0.837572031,1.625,t,t,1,t,g,515,500,5150000,NA,1,yes.
b,41.33,0,u,-0.413650379,0.66298067,15,t,f,0,f,g,0,0,0,NA,1,yes.
a,20.75,0.0010335,u,-4.354328779,1.007629795,0.335,t,t,1,t,g,80,50,8.00E+05,t,1,yes.
b,32.08,4.00E-04,u,1.46510158,0.702315848,2.5,t,f,0,t,g,360,0,3600000,NA,1,yes.
b,NA,4.00E-04,u,-4.503406731,0.806566485,5,t,t,3,t,g,290,2279,2900000,t,1,yes.
b,23.92,0.00015,u,-0.77959165,0.531611581,1.875,t,t,6,f,g,200,327,2.00E+06,t,1,yes.
a,23.25,0.0005875,u,-2.475065419,0.843868526,3.17,t,t,10,f,g,120,245,1200000,NA,1,yes.
a,46.67,4.60E-05,u,-4.371683376,0.780452919,0.415,t,t,11,t,g,440,6,4400000,NA,1,yes.
a,25,0.001233,u,-3.796543374,0.703846729,3.5,t,t,6,f,g,400,458,4.00E+06,t,1,yes.
b,25.5,3.75E-05,u,-2.132161567,1.014494903,0.25,t,t,3,f,g,260,15108,2600000,t,1,yes.
a,18.75,0.00075,u,-1.635839178,0.765345945,2.71,t,t,5,f,g,NA,26726,NA,t,1,yes.
a,23.5,9.00E-04,u,-4.458143527,0.579182235,8.5,t,t,5,t,g,120,0,1200000,t,1,yes.
b,34.17,0.000917,u,-3.262956461,0.718290176,4.5,t,t,12,t,g,0,221,0,NA,1,yes.
b,27.83,0.000154,u,1.671664268,0.745828681,3.75,t,t,5,t,g,100,3,1.00E+06,NA,1,yes.
a,36.75,0.0005125,u,3.401149448,0.914770156,5,t,f,0,t,g,0,4000,0,f,1,yes.
a,47.25,7.50E-05,u,-3.99169412,0.95408003,2.75,t,t,1,f,g,333,892,3330000,NA,1,yes.
a,33.67,3.75E-05,u,-2.885917092,1.027003753,0.375,f,f,0,f,g,300,44,3.00E+06,NA,1,yes.
b,45,0.00085,u,4.499017526,0.715921014,14,t,t,1,t,g,88,2000,880000,t,1,yes.
b,33.17,0.000104,u,-3.129794458,0.800533618,6.5,t,f,0,t,g,164,31285,1640000,NA,1,yes.
a,25,8.75E-05,u,3.503450677,0.794911825,1.04,t,f,0,t,g,160,5860,1600000,f,1,yes.
b,26.67,0.000175,y,2.714722476,0.671481019,1,t,t,5,t,g,160,5777,1600000,NA,1,yes.
b,48.5,0.000425,u,4.802379273,0.801432787,0.125,t,f,0,t,g,225,0,2250000,NA,1,yes.
b,37.42,0.000204,u,-4.448707397,0.849997392,0.04,t,f,0,t,g,400,5800,4.00E+06,NA,1,yes.
b,18,1.65E-05,u,-2.275717035,0.750991235,0.21,f,f,0,f,g,200,40,2.00E+06,f,1,yes.
a,56.5,0.0016,u,0.139786832,0.69294578,0,t,t,15,f,g,0,247,0,t,1,yes.
b,25.75,5.00E-05,u,2.806489691,0.859723742,1.46,t,t,5,t,g,312,0,3120000,t,1,yes.
a,22.58,0.001075,u,-4.913499057,0.930592212,0.415,t,t,5,t,g,0,560,0,NA,1,yes.
b,33.17,0.000304,y,-1.678291834,1.049119938,2.04,t,t,1,t,g,180,18027,1800000,t,1,yes.
b,32,0.000175,y,-0.572651329,0.805739653,0.04,t,f,0,t,g,393,0,3930000,NA,1,yes.
a,40.83,0.001,u,1.375778916,0.819369173,1.75,t,f,0,f,g,29,837,290000,NA,1,yes.
b,59.67,0.000154,u,-4.283119836,0.923602667,0.125,t,f,0,t,g,260,0,2600000,f,1,yes.
b,42.5,0.0004915,y,-4.75355969,0.884851234,3.165,t,f,0,t,g,52,1442,520000,NA,1,yes.
a,28.08,0.0015,y,3.573357761,0.801320081,0,t,f,0,f,g,0,13212,0,NA,1,yes.
a,37.75,0.00055,u,3.834354912,1.002043776,0.125,t,f,0,t,g,228,0,2280000,f,1,yes.
b,53.92,0.0009625,u,1.017881082,0.84759598,8.665,t,t,5,f,g,0,0,0,NA,1,yes.
b,47.67,2.90E-05,u,3.106219808,0.799835879,15,t,t,20,f,g,0,15000,0,t,1,yes.
b,23.25,1.00E-04,u,-2.145359558,0.907858651,0.835,t,f,0,f,s,300,0,3.00E+06,f,1,yes.
b,22.67,0.000254,y,1.632051079,0.529751679,2.585,t,f,0,f,g,0,0,0,f,1,yes.
b,54.58,0.0009415,u,-1.486778047,0.645427095,14.415,t,t,11,t,g,30,300,3.00E+05,NA,1,yes.
b,34.25,3.00E-04,u,-2.848648315,0.687015784,7.415,t,f,0,t,g,0,0,0,NA,1,yes.
b,27.58,0.000204,y,3.035384922,0.75318635,2,t,t,3,t,g,370,560,3700000,NA,1,yes.
a,46,4.00E-04,u,4.946685489,0.621203497,0,t,f,0,f,g,100,960,1.00E+06,NA,1,yes.
a,60.92,5.00E-04,u,4.283025642,0.811397683,4,t,t,4,f,g,0,99,0,t,1,yes.
a,47.42,3.00E-04,u,4.827808223,0.864508384,13.875,t,t,2,t,g,519,1704,5190000,NA,1,yes.
b,37.33,0.00065,u,0.91129008,0.704264746,4.25,t,t,12,t,g,93,0,930000,NA,1,yes.
a,25.58,0,NA,2.667714134,0.857632755,0,f,f,0,f,p,NA,0,NA,NA,1,yes.
a,20.42,8.35E-05,u,-0.936416886,0.801224511,1.585,t,t,1,f,g,0,0,0,t,1,yes.
a,44.17,0.0006665,u,2.13794431,0.951820625,7.375,t,t,3,t,g,0,0,0,t,1,yes.
b,34.75,0.0015,u,-0.719225151,0.664263668,5.375,t,t,9,t,g,0,134,0,NA,1,yes.
b,20.5,0.001,y,0.920340754,0.676463873,2.5,t,f,0,f,s,40,0,4.00E+05,NA,1,yes.
b,22.67,1.65E-05,u,-1.964264102,0.653808092,2.25,f,f,0,t,s,0,0,0,NA,1,yes.
b,22.08,8.30E-05,u,-2.42112298,0.622208799,2.165,f,f,0,t,g,128,0,1280000,NA,1,yes.
b,42.83,0.0004625,u,-2.39336679,0.81311336,4.58,t,f,0,f,s,0,0,0,NA,1,yes.
a,18.92,0.000925,y,1.961321996,0.895309942,1,t,t,4,t,g,80,500,8.00E+05,t,1,yes.
a,20.67,3.00E-04,u,-2.227539539,0.854985034,0.165,t,t,3,f,g,100,6,1.00E+06,NA,1,yes.
a,32.33,5.40E-05,u,-3.4749725,0.836099854,0.04,t,f,0,f,g,440,11177,4400000,f,1,yes.
b,28.92,0.0015,u,2.587576106,0.81634886,5.335,t,t,11,f,g,0,2283,0,NA,1,yes.
a,52.83,0.0015,u,4.511729158,0.917471905,5.5,t,t,14,f,g,0,2200,0,NA,1,yes.
a,20.67,0.0001835,u,-3.309521438,0.827242692,2.085,t,t,5,f,g,220,2503,2200000,NA,1,yes.
b,36.25,5.00E-04,u,-3.80308175,0.732396827,2.5,t,t,6,f,g,0,367,0,NA,1,yes.
a,20.33,0.001,u,0.484342994,1.02293052,1,t,t,4,f,g,50,1465,5.00E+05,NA,1,yes.
b,25.75,7.50E-05,u,2.668413408,0.774734585,0.25,t,f,0,f,g,349,23,3490000,f,1,yes.
a,28.17,3.75E-05,u,-2.439879251,0.799657021,0.585,t,t,4,f,g,80,0,8.00E+05,t,1,yes.
b,23.92,6.65E-05,u,0.128908351,1.017415333,0.165,f,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,56,0.00125,u,-3.93858765,0.784000532,8,t,f,0,t,g,24,2028,240000,NA,1,yes.
a,20.75,0.001025,u,4.310109525,0.693281767,0.71,t,t,2,t,g,49,0,490000,t,1,yes.
a,30.5,0.00065,u,-4.116494237,0.823559257,4,t,t,7,t,g,0,3065,0,t,1,yes.
a,45.83,0.00105,u,-3.355083619,0.862712801,5,t,t,7,t,g,0,0,0,t,1,yes.
b,39,5.00E-04,u,-3.824120522,0.873251185,3.5,t,t,10,t,g,0,0,0,t,1,yes.
b,22.08,0.0011,u,-0.507669696,0.885840843,0.665,t,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,28.25,0.0005125,u,0.126091579,0.815481838,4.75,t,t,2,f,g,420,7,4200000,NA,1,yes.
a,18.83,0.0004415,y,0.167739994,0.68847904,3,t,f,0,f,g,240,0,2400000,f,1,yes.
a,28.67,0.000104,u,3.957386012,0.847798595,2.5,t,t,5,t,g,300,1430,3.00E+06,NA,1,yes.
a,22.5,0.000846,y,2.225716396,0.583644789,2.46,f,f,0,f,g,164,0,1640000,f,1,yes.
b,NA,0.00105,u,-3.95964884,0.863763604,6.5,t,f,0,f,g,0,0,0,f,1,yes.
a,28.5,0.000304,y,0.965518241,0.884359608,2.54,t,t,1,f,g,70,0,7.00E+05,NA,1,yes.
b,19.17,0.00095,u,-4.790651391,0.83343914,1.5,t,f,0,f,g,120,2206,1200000,NA,1,yes.
a,21.5,6.00E-04,u,1.584780316,0.73954803,2.5,t,t,3,f,g,80,918,8.00E+05,t,1,yes.
b,17.5,0.0022,l,2.938633044,0.848781147,0,f,f,0,t,p,450,100000,4500000,f,1,yes.
b,26.67,0.000271,y,2.772706065,0.812151839,5.25,t,t,1,f,g,211,0,2110000,NA,1,yes.
b,34.42,0.000425,u,1.054938484,1.102795981,3.25,t,t,2,f,g,274,610,2740000,t,1,yes.
b,73.42,0.001775,u,-1.764560288,0.723459735,0,t,f,0,t,g,0,0,0,f,1,yes.
a,23,0.001175,u,0.915363564,1.095656467,0.5,t,t,2,t,g,300,551,3.00E+06,NA,1,yes.
b,23.08,0.00025,u,-0.402509898,0.648596854,1.085,t,t,11,t,g,60,2184,6.00E+05,NA,1,yes.
b,19.42,0.00065,u,-1.650165685,0.661860854,1.46,t,t,7,f,g,80,2954,8.00E+05,t,1,yes.
b,23.33,0.0011625,y,0.371163166,0.76078514,0.835,t,f,0,t,g,160,300,1600000,NA,1,yes.
b,42.17,0.000504,u,0.263891355,0.844455887,12.75,t,f,0,t,g,92,0,920000,NA,1,yes.
b,21.25,0.00015,u,0.307930261,0.608455015,1.5,f,f,0,f,g,150,8,1500000,NA,1,yes.
b,34.17,0.000525,u,4.533654789,1.022545169,0.085,f,f,0,t,g,290,6,2900000,NA,1,yes.
a,47.75,8.00E-04,u,-2.115329267,0.538557882,7.875,t,t,6,t,g,0,1260,0,t,1,yes.
a,44.33,0,u,1.849694387,0.886497605,2.5,t,f,0,f,g,0,0,0,NA,1,yes.
b,39.5,0.000425,u,1.076196211,0.77483945,6.5,t,t,16,f,g,117,1210,1170000,t,1,yes.
a,41.17,0.00065,u,0.982906064,0.801012372,0.5,t,t,3,t,g,145,0,1450000,NA,1,yes.
b,29.92,0.0001835,u,2.233373369,0.919101935,4.335,t,f,0,f,g,260,200,2600000,f,1,yes.
